Component,Group,Parameter,Value
RFD 900X Telemetry ,Mass_Props,Mass_Prior,1.0
RFD 900X Telemetry ,Mass_Props,PointMass,0.015
RFD 900X Telemetry ,Mass_Props,Shell_Flag,0.0
RFD 900X Telemetry ,BBox,X_Len,0.09000000000000001
RFD 900X Telemetry ,BBox,X_Min,0.065
RFD 900X Telemetry ,BBox,Y_Len,0.05
RFD 900X Telemetry ,BBox,Y_Min,-0.015000000000000001
RFD 900X Telemetry ,BBox,Z_Len,0.02
RFD 900X Telemetry ,BBox,Z_Min,0.878
RFD 900X Telemetry ,EndCap,CapUMaxLength,1.0
RFD 900X Telemetry ,EndCap,CapUMaxOffset,0.0
RFD 900X Telemetry ,EndCap,CapUMaxOption,0.0
RFD 900X Telemetry ,EndCap,CapUMaxStrength,0.5
RFD 900X Telemetry ,EndCap,CapUMaxSweepFlag,0.0
RFD 900X Telemetry ,EndCap,CapUMinLength,1.0
RFD 900X Telemetry ,EndCap,CapUMinOffset,0.0
RFD 900X Telemetry ,EndCap,CapUMinOption,0.0
RFD 900X Telemetry ,EndCap,CapUMinStrength,0.5
RFD 900X Telemetry ,EndCap,CapUMinSweepFlag,0.0
RFD 900X Telemetry ,EndCap,CapUMinTess,3.0
RFD 900X Telemetry ,ParasiteDragProps,ExpandedList,0.0
RFD 900X Telemetry ,ParasiteDragProps,FFBodyEqnType,3.0
RFD 900X Telemetry ,ParasiteDragProps,FFUser,1.0
RFD 900X Telemetry ,ParasiteDragProps,FFWingEqnType,3.0
RFD 900X Telemetry ,ParasiteDragProps,IncorporatedGen,0.0
RFD 900X Telemetry ,ParasiteDragProps,PercLam,0.0
RFD 900X Telemetry ,ParasiteDragProps,Q,1.0
RFD 900X Telemetry ,ParasiteDragProps,Roughness,0.0
RFD 900X Telemetry ,ParasiteDragProps,TawTwRatio,1.0
RFD 900X Telemetry ,ParasiteDragProps,TeTwRatio,1.0
HingeAntDx,XForm,Abs_Or_Relitive_flag,1.0
HingeAntDx,XForm,Last_Scale,1.0
HingeAntDx,XForm,Origin,0.0
HingeAntDx,XForm,Scale,1.0
HingeAntDx,XForm,X_Location,0.205
HingeAntDx,XForm,X_Rel_Location,0.205
HingeAntDx,XForm,X_Rel_Rotation,0.0
HingeAntDx,XForm,X_Rotation,0.0
HingeAntDx,XForm,Y_Location,0.7
HingeAntDx,XForm,Y_Rel_Location,0.7
HingeAntDx,XForm,Y_Rel_Rotation,0.0
HingeAntDx,XForm,Y_Rotation,0.0
HingeAntDx,XForm,Z_Location,0.873
HingeAntDx,XForm,Z_Rel_Location,0.873
HingeAntDx,XForm,Z_Rel_Rotation,0.0
HingeAntDx,XForm,Z_Rotation,0.0
HingeAntDx,Sym,Sym_Ancestor,1.0
HingeAntDx,Sym,Sym_Ancestor_Origin_Flag,1.0
HingeAntDx,Sym,Sym_Axial_Flag,0.0
HingeAntDx,Sym,Sym_Planar_Flag,0.0
HingeAntDx,Sym,Sym_Rot_N,2.0
HingeAntDx,Attach,Eta_Attach_Location,0.0
HingeAntDx,Attach,L_01,1.0
HingeAntDx,Attach,L_Attach_Location,0.0
HingeAntDx,Attach,L_Attach_Location0Len,0.0
HingeAntDx,Attach,M_Attach_Location,0.5
HingeAntDx,Attach,N_Attach_Location,0.5
HingeAntDx,Attach,R_01,1.0
HingeAntDx,Attach,R_Attach_Location,0.0
HingeAntDx,Attach,R_Attach_Location0N,0.0
HingeAntDx,Attach,Rots_Attach_Flag,0.0
HingeAntDx,Attach,S_Attach_Location,0.5
HingeAntDx,Attach,T_Attach_Location,0.5
HingeAntDx,Attach,Trans_Attach_Flag,0.0
HingeAntDx,Attach,U_01,1.0
HingeAntDx,Attach,U_Attach_Location,0.0
HingeAntDx,Attach,U_Attach_Location0N,0.0
HingeAntDx,Attach,V_Attach_Location,0.0
HingeAntDx,Shape,Tess_U,8.0
HingeAntDx,Shape,Tess_W,9.0
HingeAntDx,Shape,Wake,0.0
HingeAntDx,Negative_Volume_Props,Negative_Volume_Flag,0.0
HingeAntDx,WakeSettings,WakeAngle,0.0
HingeAntDx,WakeSettings,WakeScale,2.0
HingeAntDx,Mass_Props,CGx,0.0
HingeAntDx,Mass_Props,CGy,0.0
HingeAntDx,Mass_Props,CGz,0.0
HingeAntDx,Mass_Props,Density,1.0
HingeAntDx,Mass_Props,Ixx,0.0
HingeAntDx,Mass_Props,Ixy,0.0
HingeAntDx,Mass_Props,Ixz,0.0
HingeAntDx,Mass_Props,Iyy,0.0
HingeAntDx,Mass_Props,Iyz,0.0
HingeAntDx,Mass_Props,Izz,0.0
HingeAntDx,Mass_Props,Mass_Area,1.0
HingeAntDx,Mass_Props,Mass_Prior,0.0
HingeAntDx,Mass_Props,PointMass,0.0
HingeAntDx,Mass_Props,Shell_Flag,0.0
HingeAntDx,BBox,X_Len,0.0
HingeAntDx,BBox,X_Min,0.0
HingeAntDx,BBox,Y_Len,0.0
HingeAntDx,BBox,Y_Min,0.0
HingeAntDx,BBox,Z_Len,0.0
HingeAntDx,BBox,Z_Min,0.0
HingeAntDx,EndCap,CapUMaxLength,1.0
HingeAntDx,EndCap,CapUMaxOffset,0.0
HingeAntDx,EndCap,CapUMaxOption,0.0
HingeAntDx,EndCap,CapUMaxStrength,0.5
HingeAntDx,EndCap,CapUMaxSweepFlag,0.0
HingeAntDx,EndCap,CapUMinLength,1.0
HingeAntDx,EndCap,CapUMinOffset,0.0
HingeAntDx,EndCap,CapUMinOption,0.0
HingeAntDx,EndCap,CapUMinStrength,0.5
HingeAntDx,EndCap,CapUMinSweepFlag,0.0
HingeAntDx,EndCap,CapUMinTess,3.0
HingeAntDx,ParasiteDragProps,ExpandedList,0.0
HingeAntDx,ParasiteDragProps,FFBodyEqnType,3.0
HingeAntDx,ParasiteDragProps,FFUser,1.0
HingeAntDx,ParasiteDragProps,FFWingEqnType,3.0
HingeAntDx,ParasiteDragProps,IncorporatedGen,0.0
HingeAntDx,ParasiteDragProps,PercLam,0.0
HingeAntDx,ParasiteDragProps,Q,1.0
HingeAntDx,ParasiteDragProps,Roughness,0.0
HingeAntDx,ParasiteDragProps,TawTwRatio,1.0
HingeAntDx,ParasiteDragProps,TeTwRatio,1.0
HingeAntDx,Hinge,JointRotMax,360.0
HingeAntDx,Hinge,JointRotMaxFlag,0.0
HingeAntDx,Hinge,JointRotMin,-360.0
HingeAntDx,Hinge,JointRotMinFlag,0.0
HingeAntDx,Hinge,JointRotate,0.0
HingeAntDx,Hinge,JointRotateFlag,1.0
HingeAntDx,Hinge,JointTransMax,1000.0
HingeAntDx,Hinge,JointTransMaxFlag,0.0
HingeAntDx,Hinge,JointTransMin,-1000.0
HingeAntDx,Hinge,JointTransMinFlag,0.0
HingeAntDx,Hinge,JointTranslate,0.0
HingeAntDx,Hinge,JointTranslateFlag,0.0
HingeAntDx,Hinge,OrientRotFlag,0.0
HingeAntDx,Hinge,PrimOffAbsRelFlag,1.0
HingeAntDx,Hinge,PrimType,0.0
HingeAntDx,Hinge,PrimULoc,0.0
HingeAntDx,Hinge,PrimVecAbsRelFlag,1.0
HingeAntDx,Hinge,PrimWLoc,0.0
HingeAntDx,Hinge,PrimXOff,0.0
HingeAntDx,Hinge,PrimXOffRel,0.0
HingeAntDx,Hinge,PrimXVec,0.0
HingeAntDx,Hinge,PrimXVecRel,0.0
HingeAntDx,Hinge,PrimYOff,0.0
HingeAntDx,Hinge,PrimYOffRel,0.0
HingeAntDx,Hinge,PrimYVec,1.0
HingeAntDx,Hinge,PrimYVecRel,1.0
HingeAntDx,Hinge,PrimZOff,0.0
HingeAntDx,Hinge,PrimZOffRel,0.0
HingeAntDx,Hinge,PrimZVec,0.0
HingeAntDx,Hinge,PrimZVecRel,0.0
HingeAntDx,Hinge,PrimaryDir,1.0
HingeAntDx,Hinge,SecVecAbsRelFlag,1.0
HingeAntDx,Hinge,SecondaryDir,2.0
HingeAntDx,Hinge,SecondaryVecDir,1.0
PropAntDx,XForm,Abs_Or_Relitive_flag,1.0
PropAntDx,XForm,Last_Scale,1.0
PropAntDx,XForm,Origin,0.0
PropAntDx,XForm,Scale,1.0
PropAntDx,XForm,X_Location,0.205
PropAntDx,XForm,X_Rel_Location,0.0
PropAntDx,XForm,X_Rel_Rotation,0.0
PropAntDx,XForm,X_Rotation,0.0
PropAntDx,XForm,Y_Location,0.7
PropAntDx,XForm,Y_Rel_Location,0.0
PropAntDx,XForm,Y_Rel_Rotation,0.0
PropAntDx,XForm,Y_Rotation,0.0
PropAntDx,XForm,Z_Location,0.873
PropAntDx,XForm,Z_Rel_Location,0.0
PropAntDx,XForm,Z_Rel_Rotation,0.0
PropAntDx,XForm,Z_Rotation,0.0
PropAntDx,Sym,Sym_Ancestor,1.0
PropAntDx,Sym,Sym_Ancestor_Origin_Flag,1.0
PropAntDx,Sym,Sym_Axial_Flag,0.0
PropAntDx,Sym,Sym_Planar_Flag,0.0
PropAntDx,Sym,Sym_Rot_N,2.0
PropAntDx,Attach,Eta_Attach_Location,0.0
PropAntDx,Attach,L_01,1.0
PropAntDx,Attach,L_Attach_Location,0.0
PropAntDx,Attach,L_Attach_Location0Len,0.0
PropAntDx,Attach,M_Attach_Location,0.5
PropAntDx,Attach,N_Attach_Location,0.5
PropAntDx,Attach,R_01,1.0
PropAntDx,Attach,R_Attach_Location,0.0
PropAntDx,Attach,R_Attach_Location0N,0.0
PropAntDx,Attach,Rots_Attach_Flag,0.0
PropAntDx,Attach,S_Attach_Location,0.5
PropAntDx,Attach,T_Attach_Location,0.5
PropAntDx,Attach,TipMarkerScale,1.0
PropAntDx,Attach,TipMarkerScaleFlag,0.0
PropAntDx,Attach,Trans_Attach_Flag,0.0
PropAntDx,Attach,U_01,1.0
PropAntDx,Attach,U_Attach_Location,0.0
PropAntDx,Attach,U_Attach_Location0N,0.0
PropAntDx,Attach,V_Attach_Location,0.0
PropAntDx,Shape,Tess_U,12.0
PropAntDx,Shape,Tess_W,17.0
PropAntDx,Shape,Wake,0.0
PropAntDx,Negative_Volume_Props,Negative_Volume_Flag,0.0
PropAntDx,WakeSettings,WakeAngle,0.0
PropAntDx,WakeSettings,WakeScale,2.0
PropAntDx,Mass_Props,CGx,0.0
PropAntDx,Mass_Props,CGy,0.0
PropAntDx,Mass_Props,CGz,0.0
PropAntDx,Mass_Props,Density,1.0
PropAntDx,Mass_Props,Ixx,0.0
PropAntDx,Mass_Props,Ixy,0.0
PropAntDx,Mass_Props,Ixz,0.0
PropAntDx,Mass_Props,Iyy,0.0
PropAntDx,Mass_Props,Iyz,0.0
PropAntDx,Mass_Props,Izz,0.0
PropAntDx,Mass_Props,Mass_Area,1.0
PropAntDx,Mass_Props,Mass_Prior,1.0
PropAntDx,Mass_Props,PointMass,0.0
PropAntDx,Mass_Props,Shell_Flag,0.0
PropAntDx,BBox,X_Len,0.0
PropAntDx,BBox,X_Min,0.205
PropAntDx,BBox,Y_Len,0.3555999999999999
PropAntDx,BBox,Y_Min,0.5222
PropAntDx,BBox,Z_Len,0.3555999999999999
PropAntDx,BBox,Z_Min,0.6952
PropAntDx,EndCap,CapUMaxLength,1.0
PropAntDx,EndCap,CapUMaxOffset,0.0
PropAntDx,EndCap,CapUMaxOption,2.0
PropAntDx,EndCap,CapUMaxStrength,1.0
PropAntDx,EndCap,CapUMaxSweepFlag,0.0
PropAntDx,EndCap,CapUMinLength,1.0
PropAntDx,EndCap,CapUMinOffset,0.0
PropAntDx,EndCap,CapUMinOption,1.0
PropAntDx,EndCap,CapUMinStrength,0.5
PropAntDx,EndCap,CapUMinSweepFlag,0.0
PropAntDx,EndCap,CapUMinTess,3.0
PropAntDx,ParasiteDragProps,ExpandedList,0.0
PropAntDx,ParasiteDragProps,FFBodyEqnType,3.0
PropAntDx,ParasiteDragProps,FFUser,1.0
PropAntDx,ParasiteDragProps,FFWingEqnType,3.0
PropAntDx,ParasiteDragProps,IncorporatedGen,0.0
PropAntDx,ParasiteDragProps,PercLam,0.0
PropAntDx,ParasiteDragProps,Q,1.0
PropAntDx,ParasiteDragProps,Roughness,0.0
PropAntDx,ParasiteDragProps,TawTwRatio,1.0
PropAntDx,ParasiteDragProps,TeTwRatio,1.0
PropAntDx,Index,ActiveBlade,1.0
PropAntDx,Index,ActiveXSec,0.0
PropAntDx,Design,AF,72.01998811482599
PropAntDx,Design,AFLimit,0.2
PropAntDx,Design,AxFoldAx,0.0
PropAntDx,Design,AzFoldDir,0.0
PropAntDx,Design,BalanceX1,0.0
PropAntDx,Design,BalanceX2,0.0
PropAntDx,Design,Beta34,8.5
PropAntDx,Design,BladeAz_2,180.0
PropAntDx,Design,BladeAzimuthDeltaFlag,0.0
PropAntDx,Design,BladeAzimuthMode,0.0
PropAntDx,Design,CLi,0.0
PropAntDx,Design,Chord,0.12445267939484012
PropAntDx,Design,ConstructXoC,0.5
PropAntDx,Design,CylindricalSectionsFlag,0.0
PropAntDx,Design,DeltaAz_2,0.0
PropAntDx,Design,Diameter,0.3556
PropAntDx,Design,ElFoldDir,0.0
PropAntDx,Design,Feather,-5.949553416628142
PropAntDx,Design,FeatherAxisXoC,0.5
PropAntDx,Design,FeatherOffsetXoC,0.0
PropAntDx,Design,FoldAngle,0.0
PropAntDx,Design,FoldAngle_1,0.0
PropAntDx,Design,InCluster,1.0
PropAntDx,Design,IndividualBladeFoldFlag,0.0
PropAntDx,Design,LECluster,0.25
PropAntDx,Design,NumBlade,2.0
PropAntDx,Design,OffFoldAx,0.0
PropAntDx,Design,OutCluster,1.0
PropAntDx,Design,PChord,0.09237589664031372
PropAntDx,Design,PSolidity,0.05880832229140774
PropAntDx,Design,Precone,0.0
PropAntDx,Design,PropMode,2.0
PropAntDx,Design,RFoldAx,0.2
PropAntDx,Design,ReverseFlag,1.0
PropAntDx,Design,Rotate,0.0
PropAntDx,Design,Solidity,0.0792290364268787
PropAntDx,Design,TChord,0.1016784000607974
PropAntDx,Design,TECluster,0.25
PropAntDx,Design,TSolidity,0.06473047990140471
PropAntDx,Design,UseBeta34Flag,1.0
PropAntDx,PropGeom,MaxGrowth,1.9637694024546486
PropAntDx,PropGeom,SmallPanelW,1000000000000.0
PropAntDx,XSec,RadiusFrac,1.0
PropAntDx,XSec,RefLength,0.1778
PropAntDx,XSec,SectTess_U,6.0
PropAntDx,XSecCurve,Area,0.0
PropAntDx,XSecCurve,Chord,0.0004673597460000001
PropAntDx,XSecCurve,DeltaX,0.0
PropAntDx,XSecCurve,DeltaY,0.0
PropAntDx,XSecCurve,FitDegree,7.0
PropAntDx,XSecCurve,HWRatio,0.0
PropAntDx,XSecCurve,IdealCl,0.0
PropAntDx,XSecCurve,Invert,0.0
PropAntDx,XSecCurve,Scale,1.0
PropAntDx,XSecCurve,SharpTEFlag,1.0
PropAntDx,XSecCurve,ShiftLE,0.0
PropAntDx,XSecCurve,Theta,0.0
PropAntDx,XSecCurve,ThickChord,0.0
PropAntDx,Cap,LE_Cap_Length,1.0
PropAntDx,Cap,LE_Cap_Offset,0.0
PropAntDx,Cap,LE_Cap_Strength,0.5
PropAntDx,Cap,LE_Cap_Type,1.0
PropAntDx,Cap,TE_Cap_Length,1.0
PropAntDx,Cap,TE_Cap_Offset,0.0
PropAntDx,Cap,TE_Cap_Strength,0.5
PropAntDx,Cap,TE_Cap_Type,1.0
PropAntDx,Close,LE_Close_AbsRel,0.0
PropAntDx,Close,LE_Close_Thick,0.0
PropAntDx,Close,LE_Close_Thick_Chord,0.0
PropAntDx,Close,LE_Close_Type,0.0
PropAntDx,Close,TE_Close_AbsRel,0.0
PropAntDx,Close,TE_Close_Thick,0.0
PropAntDx,Close,TE_Close_Thick_Chord,0.0
PropAntDx,Close,TE_Close_Type,0.0
PropAntDx,Trim,LE_Trim_AbsRel,0.0
PropAntDx,Trim,LE_Trim_Thick,0.0
PropAntDx,Trim,LE_Trim_Thick_Chord,0.0
PropAntDx,Trim,LE_Trim_Type,0.0
PropAntDx,Trim,LE_Trim_X,0.0
PropAntDx,Trim,LE_Trim_X_Chord,0.0
PropAntDx,Trim,TE_Trim_AbsRel,0.0
PropAntDx,Trim,TE_Trim_Thick,0.0
PropAntDx,Trim,TE_Trim_Thick_Chord,0.0
PropAntDx,Trim,TE_Trim_Type,0.0
PropAntDx,Trim,TE_Trim_X,0.0
PropAntDx,Trim,TE_Trim_X_Chord,0.0
PropAntDx,Flap,TE_Flap_DT,0.0
PropAntDx,Flap,TE_Flap_Deflection,0.0
PropAntDx,Flap,TE_Flap_Flag,0.0
PropAntDx,Flap,TE_Flap_T,0.2
PropAntDx,Flap,TE_Flap_Type,0.0
PropAntDx,Flap,TE_Flap_X,0.0
PropAntDx,Flap,TE_Flap_X_Chord,0.2
PropAntDx,Flap,TE_Flap_Y_Frc,0.5
PropAntDx,Flap,TE_Trim_AbsRel,1.0
PropAntDx,XSecCurve_Background,XSecFlipImageFlag,0.0
PropAntDx,XSecCurve_Background,XSecImageFlag,0.0
PropAntDx,XSecCurve_Background,XSecImageH,1.0
PropAntDx,XSecCurve_Background,XSecImagePreserveAR,1.0
PropAntDx,XSecCurve_Background,XSecImageW,1.0
PropAntDx,XSecCurve_Background,XSecImageXOffset,0.0
PropAntDx,XSecCurve_Background,XSecImageYOffset,0.0
PropAntDx,XSecCurve_Background,XSecLockImageFlag,0.0
PropAntDx,Chevron,AllSym,1.0
PropAntDx,Chevron,BottomAmplitude,1.0
PropAntDx,Chevron,Bottom_Angle,0.0
PropAntDx,Chevron,Bottom_Slew,0.0
PropAntDx,Chevron,Chevron_Type,0.0
PropAntDx,Chevron,LeftAmplitude,1.0
PropAntDx,Chevron,Left_Angle,0.0
PropAntDx,Chevron,Left_Slew,0.0
PropAntDx,Chevron,Number,8.0
PropAntDx,Chevron,Off_Duty,0.0
PropAntDx,Chevron,On_Duty,0.0
PropAntDx,Chevron,Peak_Radius,0.0
PropAntDx,Chevron,RLSym,1.0
PropAntDx,Chevron,RightAmplitude,1.0
PropAntDx,Chevron,Right_Angle,0.0
PropAntDx,Chevron,Right_Slew,0.0
PropAntDx,Chevron,TBSym,1.0
PropAntDx,Chevron,TopAmplitude,1.0
PropAntDx,Chevron,Top_Angle,0.0
PropAntDx,Chevron,Top_Slew,0.0
PropAntDx,Chevron,Valley_Radius,0.0
PropAntDx,Chevron,W01_Center,0.25
PropAntDx,Chevron,W01_Center_Guide,5.0
PropAntDx,Chevron,W01_End,0.5
PropAntDx,Chevron,W01_End_Guide,5.0
PropAntDx,Chevron,W01_Mode,0.0
PropAntDx,Chevron,W01_Start,0.0
PropAntDx,Chevron,W01_Start_Guide,5.0
PropAntDx,Chevron,W01_Width,0.5
PropAntDx,Chord,ConvType,2.0
PropAntDx,Chord,CrvType,1.0
PropAntDx,Chord,G1_0,0.0
PropAntDx,Chord,G1_1,0.0
PropAntDx,Chord,G1_10,0.0
PropAntDx,Chord,G1_11,0.0
PropAntDx,Chord,G1_12,0.0
PropAntDx,Chord,G1_13,0.0
PropAntDx,Chord,G1_14,0.0
PropAntDx,Chord,G1_15,0.0
PropAntDx,Chord,G1_16,0.0
PropAntDx,Chord,G1_17,0.0
PropAntDx,Chord,G1_18,0.0
PropAntDx,Chord,G1_19,0.0
PropAntDx,Chord,G1_2,0.0
PropAntDx,Chord,G1_20,0.0
PropAntDx,Chord,G1_21,0.0
PropAntDx,Chord,G1_22,0.0
PropAntDx,Chord,G1_23,0.0
PropAntDx,Chord,G1_24,0.0
PropAntDx,Chord,G1_25,0.0
PropAntDx,Chord,G1_26,0.0
PropAntDx,Chord,G1_27,0.0
PropAntDx,Chord,G1_28,0.0
PropAntDx,Chord,G1_29,0.0
PropAntDx,Chord,G1_3,0.0
PropAntDx,Chord,G1_30,0.0
PropAntDx,Chord,G1_31,0.0
PropAntDx,Chord,G1_32,0.0
PropAntDx,Chord,G1_33,0.0
PropAntDx,Chord,G1_34,0.0
PropAntDx,Chord,G1_35,0.0
PropAntDx,Chord,G1_36,0.0
PropAntDx,Chord,G1_37,0.0
PropAntDx,Chord,G1_38,0.0
PropAntDx,Chord,G1_39,0.0
PropAntDx,Chord,G1_4,0.0
PropAntDx,Chord,G1_40,0.0
PropAntDx,Chord,G1_41,0.0
PropAntDx,Chord,G1_42,0.0
PropAntDx,Chord,G1_43,0.0
PropAntDx,Chord,G1_44,0.0
PropAntDx,Chord,G1_45,0.0
PropAntDx,Chord,G1_46,0.0
PropAntDx,Chord,G1_47,0.0
PropAntDx,Chord,G1_5,0.0
PropAntDx,Chord,G1_6,0.0
PropAntDx,Chord,G1_7,0.0
PropAntDx,Chord,G1_8,0.0
PropAntDx,Chord,G1_9,0.0
PropAntDx,Chord,SplitPt,0.5
PropAntDx,Chord,crd_0,0.10115714
PropAntDx,Chord,crd_1,0.10307143
PropAntDx,Chord,crd_10,0.1634
PropAntDx,Chord,crd_11,0.16521429
PropAntDx,Chord,crd_12,0.16622857
PropAntDx,Chord,crd_13,0.16648571
PropAntDx,Chord,crd_14,0.16602857
PropAntDx,Chord,crd_15,0.16491429
PropAntDx,Chord,crd_16,0.16315714
PropAntDx,Chord,crd_17,0.16082857
PropAntDx,Chord,crd_18,0.15795714
PropAntDx,Chord,crd_19,0.1546
PropAntDx,Chord,crd_2,0.10851429
PropAntDx,Chord,crd_20,0.1508
PropAntDx,Chord,crd_21,0.14658571
PropAntDx,Chord,crd_22,0.14202857
PropAntDx,Chord,crd_23,0.13715714
PropAntDx,Chord,crd_24,0.13201429
PropAntDx,Chord,crd_25,0.12664286
PropAntDx,Chord,crd_26,0.1211
PropAntDx,Chord,crd_27,0.11542857
PropAntDx,Chord,crd_28,0.10965714
PropAntDx,Chord,crd_29,0.10384286
PropAntDx,Chord,crd_3,0.1167
PropAntDx,Chord,crd_30,0.09802857
PropAntDx,Chord,crd_31,0.09225714
PropAntDx,Chord,crd_32,0.08658571
PropAntDx,Chord,crd_33,0.08104286
PropAntDx,Chord,crd_34,0.07567143
PropAntDx,Chord,crd_35,0.07052857
PropAntDx,Chord,crd_36,0.06565714
PropAntDx,Chord,crd_37,0.06127143
PropAntDx,Chord,crd_38,0.06012857
PropAntDx,Chord,crd_39,0.05917143
PropAntDx,Chord,crd_4,0.12637143
PropAntDx,Chord,crd_40,0.05774286
PropAntDx,Chord,crd_41,0.05562857
PropAntDx,Chord,crd_42,0.0527
PropAntDx,Chord,crd_43,0.04877143
PropAntDx,Chord,crd_44,0.04341429
PropAntDx,Chord,crd_45,0.03552857
PropAntDx,Chord,crd_46,0.02004286
PropAntDx,Chord,crd_47,0.00262857
PropAntDx,Chord,crd_5,0.13618571
PropAntDx,Chord,crd_6,0.145
PropAntDx,Chord,crd_7,0.15197143
PropAntDx,Chord,crd_8,0.15714286
PropAntDx,Chord,crd_9,0.16072857
PropAntDx,Chord,r_0,0.078
PropAntDx,Chord,r_1,0.104
PropAntDx,Chord,r_10,0.3318
PropAntDx,Chord,r_11,0.35468571
PropAntDx,Chord,r_12,0.37758571
PropAntDx,Chord,r_13,0.40048571
PropAntDx,Chord,r_14,0.42338571
PropAntDx,Chord,r_15,0.44627143
PropAntDx,Chord,r_16,0.46917143
PropAntDx,Chord,r_17,0.49207143
PropAntDx,Chord,r_18,0.51497143
PropAntDx,Chord,r_19,0.53785714
PropAntDx,Chord,r_2,0.13
PropAntDx,Chord,r_20,0.56075714
PropAntDx,Chord,r_21,0.58365714
PropAntDx,Chord,r_22,0.60655714
PropAntDx,Chord,r_23,0.62944286
PropAntDx,Chord,r_24,0.65234286
PropAntDx,Chord,r_25,0.67524286
PropAntDx,Chord,r_26,0.69814286
PropAntDx,Chord,r_27,0.72102857
PropAntDx,Chord,r_28,0.74392857
PropAntDx,Chord,r_29,0.76682857
PropAntDx,Chord,r_3,0.156
PropAntDx,Chord,r_30,0.78972857
PropAntDx,Chord,r_31,0.81261429
PropAntDx,Chord,r_32,0.83551429
PropAntDx,Chord,r_33,0.85841429
PropAntDx,Chord,r_34,0.88131429
PropAntDx,Chord,r_35,0.9042
PropAntDx,Chord,r_36,0.9271
PropAntDx,Chord,r_37,0.94907143
PropAntDx,Chord,r_38,0.95505714
PropAntDx,Chord,r_39,0.9601
PropAntDx,Chord,r_4,0.182
PropAntDx,Chord,r_40,0.96515714
PropAntDx,Chord,r_41,0.9702
PropAntDx,Chord,r_42,0.97525714
PropAntDx,Chord,r_43,0.9803
PropAntDx,Chord,r_44,0.98535714
PropAntDx,Chord,r_45,0.9904
PropAntDx,Chord,r_46,0.99545714
PropAntDx,Chord,r_47,1.0
PropAntDx,Chord,r_5,0.208
PropAntDx,Chord,r_6,0.234
PropAntDx,Chord,r_7,0.26
PropAntDx,Chord,r_8,0.28584286
PropAntDx,Chord,r_9,0.3089
PropAntDx,Twist,ConvType,2.0
PropAntDx,Twist,CrvType,1.0
PropAntDx,Twist,G1_0,0.0
PropAntDx,Twist,G1_1,0.0
PropAntDx,Twist,G1_10,0.0
PropAntDx,Twist,G1_11,0.0
PropAntDx,Twist,G1_12,0.0
PropAntDx,Twist,G1_13,0.0
PropAntDx,Twist,G1_14,0.0
PropAntDx,Twist,G1_15,0.0
PropAntDx,Twist,G1_16,0.0
PropAntDx,Twist,G1_17,0.0
PropAntDx,Twist,G1_18,0.0
PropAntDx,Twist,G1_19,0.0
PropAntDx,Twist,G1_2,0.0
PropAntDx,Twist,G1_20,0.0
PropAntDx,Twist,G1_21,0.0
PropAntDx,Twist,G1_22,0.0
PropAntDx,Twist,G1_23,0.0
PropAntDx,Twist,G1_24,0.0
PropAntDx,Twist,G1_25,0.0
PropAntDx,Twist,G1_26,0.0
PropAntDx,Twist,G1_27,0.0
PropAntDx,Twist,G1_28,0.0
PropAntDx,Twist,G1_29,0.0
PropAntDx,Twist,G1_3,0.0
PropAntDx,Twist,G1_30,0.0
PropAntDx,Twist,G1_31,0.0
PropAntDx,Twist,G1_32,0.0
PropAntDx,Twist,G1_33,0.0
PropAntDx,Twist,G1_34,0.0
PropAntDx,Twist,G1_35,0.0
PropAntDx,Twist,G1_36,0.0
PropAntDx,Twist,G1_37,0.0
PropAntDx,Twist,G1_38,0.0
PropAntDx,Twist,G1_39,0.0
PropAntDx,Twist,G1_4,0.0
PropAntDx,Twist,G1_40,0.0
PropAntDx,Twist,G1_41,0.0
PropAntDx,Twist,G1_42,0.0
PropAntDx,Twist,G1_43,0.0
PropAntDx,Twist,G1_44,0.0
PropAntDx,Twist,G1_45,0.0
PropAntDx,Twist,G1_46,0.0
PropAntDx,Twist,G1_47,0.0
PropAntDx,Twist,G1_5,0.0
PropAntDx,Twist,G1_6,0.0
PropAntDx,Twist,G1_7,0.0
PropAntDx,Twist,G1_8,0.0
PropAntDx,Twist,G1_9,0.0
PropAntDx,Twist,SplitPt,0.5
PropAntDx,Twist,r_0,0.078
PropAntDx,Twist,r_1,0.104
PropAntDx,Twist,r_10,0.3318
PropAntDx,Twist,r_11,0.35468571
PropAntDx,Twist,r_12,0.37758571
PropAntDx,Twist,r_13,0.40048571
PropAntDx,Twist,r_14,0.42338571
PropAntDx,Twist,r_15,0.44627143
PropAntDx,Twist,r_16,0.46917143
PropAntDx,Twist,r_17,0.49207143
PropAntDx,Twist,r_18,0.51497143
PropAntDx,Twist,r_19,0.53785714
PropAntDx,Twist,r_2,0.13
PropAntDx,Twist,r_20,0.56075714
PropAntDx,Twist,r_21,0.58365714
PropAntDx,Twist,r_22,0.60655714
PropAntDx,Twist,r_23,0.62944286
PropAntDx,Twist,r_24,0.65234286
PropAntDx,Twist,r_25,0.67524286
PropAntDx,Twist,r_26,0.69814286
PropAntDx,Twist,r_27,0.72102857
PropAntDx,Twist,r_28,0.74392857
PropAntDx,Twist,r_29,0.76682857
PropAntDx,Twist,r_3,0.156
PropAntDx,Twist,r_30,0.78972857
PropAntDx,Twist,r_31,0.81261429
