Component,Group,Parameter,Value
PropPostSx,Attach,U_01,1.0
PropPostSx,Attach,U_Attach_Location,0.0
PropPostSx,Attach,U_Attach_Location0N,0.0
PropPostSx,Attach,V_Attach_Location,0.0
PropPostSx,Shape,Tess_U,12.0
PropPostSx,Shape,Tess_W,17.0
PropPostSx,Shape,Wake,0.0
PropPostSx,Negative_Volume_Props,Negative_Volume_Flag,0.0
PropPostSx,WakeSettings,WakeAngle,0.0
PropPostSx,WakeSettings,WakeScale,2.0
PropPostSx,Mass_Props,CGx,0.0
PropPostSx,Mass_Props,CGy,0.0
PropPostSx,Mass_Props,CGz,0.0
PropPostSx,Mass_Props,Density,1.0
PropPostSx,Mass_Props,Ixx,0.0
PropPostSx,Mass_Props,Ixy,0.0
PropPostSx,Mass_Props,Ixz,0.0
PropPostSx,Mass_Props,Iyy,0.0
PropPostSx,Mass_Props,Iyz,0.0
PropPostSx,Mass_Props,Izz,0.0
PropPostSx,Mass_Props,Mass_Area,1.0
PropPostSx,Mass_Props,Mass_Prior,1.0
PropPostSx,Mass_Props,PointMass,0.0
PropPostSx,Mass_Props,Shell_Flag,0.0
PropPostSx,BBox,X_Len,0.3555999999999999
PropPostSx,BBox,X_Min,0.8522000000000001
PropPostSx,BBox,Y_Len,0.3556
PropPostSx,BBox,Y_Min,-0.4778
PropPostSx,BBox,Z_Len,0.0
PropPostSx,BBox,Z_Min,0.833
PropPostSx,EndCap,CapUMaxLength,1.0
PropPostSx,EndCap,CapUMaxOffset,0.0
PropPostSx,EndCap,CapUMaxOption,2.0
PropPostSx,EndCap,CapUMaxStrength,1.0
PropPostSx,EndCap,CapUMaxSweepFlag,0.0
PropPostSx,EndCap,CapUMinLength,1.0
PropPostSx,EndCap,CapUMinOffset,0.0
PropPostSx,EndCap,CapUMinOption,1.0
PropPostSx,EndCap,CapUMinStrength,0.5
PropPostSx,EndCap,CapUMinSweepFlag,0.0
PropPostSx,EndCap,CapUMinTess,3.0
PropPostSx,ParasiteDragProps,ExpandedList,0.0
PropPostSx,ParasiteDragProps,FFBodyEqnType,3.0
PropPostSx,ParasiteDragProps,FFUser,1.0
PropPostSx,ParasiteDragProps,FFWingEqnType,3.0
PropPostSx,ParasiteDragProps,IncorporatedGen,0.0
PropPostSx,ParasiteDragProps,PercLam,0.0
PropPostSx,ParasiteDragProps,Q,1.0
PropPostSx,ParasiteDragProps,Roughness,0.0
PropPostSx,ParasiteDragProps,TawTwRatio,1.0
PropPostSx,ParasiteDragProps,TeTwRatio,1.0
PropPostSx,Index,ActiveBlade,1.0
PropPostSx,Index,ActiveXSec,0.0
PropPostSx,Design,AF,72.01998811482599
PropPostSx,Design,AFLimit,0.2
PropPostSx,Design,AxFoldAx,0.0
PropPostSx,Design,AzFoldDir,0.0
PropPostSx,Design,BalanceX1,0.0
PropPostSx,Design,BalanceX2,0.0
PropPostSx,Design,Beta34,8.5
PropPostSx,Design,BladeAz_2,180.0
PropPostSx,Design,BladeAzimuthDeltaFlag,0.0
PropPostSx,Design,BladeAzimuthMode,0.0
PropPostSx,Design,CLi,0.0
PropPostSx,Design,Chord,0.12445267939484012
PropPostSx,Design,ConstructXoC,0.5
PropPostSx,Design,CylindricalSectionsFlag,0.0
PropPostSx,Design,DeltaAz_2,0.0
PropPostSx,Design,Diameter,0.3556
PropPostSx,Design,ElFoldDir,0.0
PropPostSx,Design,Feather,-5.949553416628142
PropPostSx,Design,FeatherAxisXoC,0.5
PropPostSx,Design,FeatherOffsetXoC,0.0
PropPostSx,Design,FoldAngle,0.0
PropPostSx,Design,FoldAngle_1,0.0
PropPostSx,Design,InCluster,1.0
PropPostSx,Design,IndividualBladeFoldFlag,0.0
PropPostSx,Design,LECluster,0.25
PropPostSx,Design,NumBlade,2.0
PropPostSx,Design,OffFoldAx,0.0
PropPostSx,Design,OutCluster,1.0
PropPostSx,Design,PChord,0.09237589664031372
PropPostSx,Design,PSolidity,0.05880832229140774
PropPostSx,Design,Precone,0.0
PropPostSx,Design,PropMode,2.0
PropPostSx,Design,RFoldAx,0.2
PropPostSx,Design,ReverseFlag,1.0
PropPostSx,Design,Rotate,0.0
PropPostSx,Design,Solidity,0.0792290364268787
PropPostSx,Design,TChord,0.1016784000607974
PropPostSx,Design,TECluster,0.25
PropPostSx,Design,TSolidity,0.06473047990140471
PropPostSx,Design,UseBeta34Flag,1.0
PropPostSx,PropGeom,MaxGrowth,1.9637694024546486
PropPostSx,PropGeom,SmallPanelW,1000000000000.0
PropPostSx,XSec,RadiusFrac,1.0
PropPostSx,XSec,RefLength,0.1778
PropPostSx,XSec,SectTess_U,6.0
PropPostSx,XSecCurve,Area,0.0
PropPostSx,XSecCurve,Chord,0.0004673597460000001
PropPostSx,XSecCurve,DeltaX,0.0
PropPostSx,XSecCurve,DeltaY,0.0
PropPostSx,XSecCurve,FitDegree,7.0
PropPostSx,XSecCurve,HWRatio,0.0
PropPostSx,XSecCurve,IdealCl,0.0
PropPostSx,XSecCurve,Invert,0.0
PropPostSx,XSecCurve,Scale,1.0
PropPostSx,XSecCurve,SharpTEFlag,1.0
PropPostSx,XSecCurve,ShiftLE,0.0
PropPostSx,XSecCurve,Theta,0.0
PropPostSx,XSecCurve,ThickChord,0.0
PropPostSx,Cap,LE_Cap_Length,1.0
PropPostSx,Cap,LE_Cap_Offset,0.0
PropPostSx,Cap,LE_Cap_Strength,0.5
PropPostSx,Cap,LE_Cap_Type,1.0
PropPostSx,Cap,TE_Cap_Length,1.0
PropPostSx,Cap,TE_Cap_Offset,0.0
PropPostSx,Cap,TE_Cap_Strength,0.5
PropPostSx,Cap,TE_Cap_Type,1.0
PropPostSx,Close,LE_Close_AbsRel,0.0
PropPostSx,Close,LE_Close_Thick,0.0
PropPostSx,Close,LE_Close_Thick_Chord,0.0
PropPostSx,Close,LE_Close_Type,0.0
PropPostSx,Close,TE_Close_AbsRel,0.0
PropPostSx,Close,TE_Close_Thick,0.0
PropPostSx,Close,TE_Close_Thick_Chord,0.0
PropPostSx,Close,TE_Close_Type,0.0
PropPostSx,Trim,LE_Trim_AbsRel,0.0
PropPostSx,Trim,LE_Trim_Thick,0.0
PropPostSx,Trim,LE_Trim_Thick_Chord,0.0
PropPostSx,Trim,LE_Trim_Type,0.0
PropPostSx,Trim,LE_Trim_X,0.0
PropPostSx,Trim,LE_Trim_X_Chord,0.0
PropPostSx,Trim,TE_Trim_AbsRel,0.0
PropPostSx,Trim,TE_Trim_Thick,0.0
PropPostSx,Trim,TE_Trim_Thick_Chord,0.0
PropPostSx,Trim,TE_Trim_Type,0.0
PropPostSx,Trim,TE_Trim_X,0.0
PropPostSx,Trim,TE_Trim_X_Chord,0.0
PropPostSx,Flap,TE_Flap_DT,0.0
PropPostSx,Flap,TE_Flap_Deflection,0.0
PropPostSx,Flap,TE_Flap_Flag,0.0
PropPostSx,Flap,TE_Flap_T,0.2
PropPostSx,Flap,TE_Flap_Type,0.0
PropPostSx,Flap,TE_Flap_X,0.0
PropPostSx,Flap,TE_Flap_X_Chord,0.2
PropPostSx,Flap,TE_Flap_Y_Frc,0.5
PropPostSx,Flap,TE_Trim_AbsRel,1.0
PropPostSx,XSecCurve_Background,XSecFlipImageFlag,0.0
PropPostSx,XSecCurve_Background,XSecImageFlag,0.0
PropPostSx,XSecCurve_Background,XSecImageH,1.0
PropPostSx,XSecCurve_Background,XSecImagePreserveAR,1.0
PropPostSx,XSecCurve_Background,XSecImageW,1.0
PropPostSx,XSecCurve_Background,XSecImageXOffset,0.0
PropPostSx,XSecCurve_Background,XSecImageYOffset,0.0
PropPostSx,XSecCurve_Background,XSecLockImageFlag,0.0
PropPostSx,Chevron,AllSym,1.0
PropPostSx,Chevron,BottomAmplitude,1.0
PropPostSx,Chevron,Bottom_Angle,0.0
PropPostSx,Chevron,Bottom_Slew,0.0
PropPostSx,Chevron,Chevron_Type,0.0
PropPostSx,Chevron,LeftAmplitude,1.0
PropPostSx,Chevron,Left_Angle,0.0
PropPostSx,Chevron,Left_Slew,0.0
PropPostSx,Chevron,Number,8.0
PropPostSx,Chevron,Off_Duty,0.0
PropPostSx,Chevron,On_Duty,0.0
PropPostSx,Chevron,Peak_Radius,0.0
PropPostSx,Chevron,RLSym,1.0
PropPostSx,Chevron,RightAmplitude,1.0
PropPostSx,Chevron,Right_Angle,0.0
PropPostSx,Chevron,Right_Slew,0.0
PropPostSx,Chevron,TBSym,1.0
PropPostSx,Chevron,TopAmplitude,1.0
PropPostSx,Chevron,Top_Angle,0.0
PropPostSx,Chevron,Top_Slew,0.0
PropPostSx,Chevron,Valley_Radius,0.0
PropPostSx,Chevron,W01_Center,0.25
PropPostSx,Chevron,W01_Center_Guide,5.0
PropPostSx,Chevron,W01_End,0.5
PropPostSx,Chevron,W01_End_Guide,5.0
PropPostSx,Chevron,W01_Mode,0.0
PropPostSx,Chevron,W01_Start,0.0
PropPostSx,Chevron,W01_Start_Guide,5.0
PropPostSx,Chevron,W01_Width,0.5
PropPostSx,Chord,ConvType,2.0
PropPostSx,Chord,CrvType,1.0
PropPostSx,Chord,G1_0,0.0
PropPostSx,Chord,G1_1,0.0
PropPostSx,Chord,G1_10,0.0
PropPostSx,Chord,G1_11,0.0
PropPostSx,Chord,G1_12,0.0
PropPostSx,Chord,G1_13,0.0
PropPostSx,Chord,G1_14,0.0
PropPostSx,Chord,G1_15,0.0
PropPostSx,Chord,G1_16,0.0
PropPostSx,Chord,G1_17,0.0
PropPostSx,Chord,G1_18,0.0
PropPostSx,Chord,G1_19,0.0
PropPostSx,Chord,G1_2,0.0
PropPostSx,Chord,G1_20,0.0
PropPostSx,Chord,G1_21,0.0
PropPostSx,Chord,G1_22,0.0
PropPostSx,Chord,G1_23,0.0
PropPostSx,Chord,G1_24,0.0
PropPostSx,Chord,G1_25,0.0
PropPostSx,Chord,G1_26,0.0
PropPostSx,Chord,G1_27,0.0
PropPostSx,Chord,G1_28,0.0
PropPostSx,Chord,G1_29,0.0
PropPostSx,Chord,G1_3,0.0
PropPostSx,Chord,G1_30,0.0
PropPostSx,Chord,G1_31,0.0
PropPostSx,Chord,G1_32,0.0
PropPostSx,Chord,G1_33,0.0
PropPostSx,Chord,G1_34,0.0
PropPostSx,Chord,G1_35,0.0
PropPostSx,Chord,G1_36,0.0
PropPostSx,Chord,G1_37,0.0
PropPostSx,Chord,G1_38,0.0
PropPostSx,Chord,G1_39,0.0
PropPostSx,Chord,G1_4,0.0
PropPostSx,Chord,G1_40,0.0
PropPostSx,Chord,G1_41,0.0
PropPostSx,Chord,G1_42,0.0
PropPostSx,Chord,G1_43,0.0
PropPostSx,Chord,G1_44,0.0
PropPostSx,Chord,G1_45,0.0
PropPostSx,Chord,G1_46,0.0
PropPostSx,Chord,G1_47,0.0
PropPostSx,Chord,G1_5,0.0
PropPostSx,Chord,G1_6,0.0
PropPostSx,Chord,G1_7,0.0
PropPostSx,Chord,G1_8,0.0
PropPostSx,Chord,G1_9,0.0
PropPostSx,Chord,SplitPt,0.5
PropPostSx,Chord,crd_0,0.10115714
PropPostSx,Chord,crd_1,0.10307143
PropPostSx,Chord,crd_10,0.1634
PropPostSx,Chord,crd_11,0.16521429
PropPostSx,Chord,crd_12,0.16622857
PropPostSx,Chord,crd_13,0.16648571
PropPostSx,Chord,crd_14,0.16602857
PropPostSx,Chord,crd_15,0.16491429
PropPostSx,Chord,crd_16,0.16315714
PropPostSx,Chord,crd_17,0.16082857
PropPostSx,Chord,crd_18,0.15795714
PropPostSx,Chord,crd_19,0.1546
PropPostSx,Chord,crd_2,0.10851429
PropPostSx,Chord,crd_20,0.1508
PropPostSx,Chord,crd_21,0.14658571
PropPostSx,Chord,crd_22,0.14202857
PropPostSx,Chord,crd_23,0.13715714
PropPostSx,Chord,crd_24,0.13201429
PropPostSx,Chord,crd_25,0.12664286
PropPostSx,Chord,crd_26,0.1211
PropPostSx,Chord,crd_27,0.11542857
PropPostSx,Chord,crd_28,0.10965714
PropPostSx,Chord,crd_29,0.10384286
PropPostSx,Chord,crd_3,0.1167
PropPostSx,Chord,crd_30,0.09802857
PropPostSx,Chord,crd_31,0.09225714
PropPostSx,Chord,crd_32,0.08658571
PropPostSx,Chord,crd_33,0.08104286
PropPostSx,Chord,crd_34,0.07567143
PropPostSx,Chord,crd_35,0.07052857
PropPostSx,Chord,crd_36,0.06565714
PropPostSx,Chord,crd_37,0.06127143
PropPostSx,Chord,crd_38,0.06012857
PropPostSx,Chord,crd_39,0.05917143
PropPostSx,Chord,crd_4,0.12637143
PropPostSx,Chord,crd_40,0.05774286
PropPostSx,Chord,crd_41,0.05562857
PropPostSx,Chord,crd_42,0.0527
PropPostSx,Chord,crd_43,0.04877143
PropPostSx,Chord,crd_44,0.04341429
PropPostSx,Chord,crd_45,0.03552857
PropPostSx,Chord,crd_46,0.02004286
PropPostSx,Chord,crd_47,0.00262857
PropPostSx,Chord,crd_5,0.13618571
PropPostSx,Chord,crd_6,0.145
PropPostSx,Chord,crd_7,0.15197143
PropPostSx,Chord,crd_8,0.15714286
PropPostSx,Chord,crd_9,0.16072857
PropPostSx,Chord,r_0,0.078
PropPostSx,Chord,r_1,0.104
PropPostSx,Chord,r_10,0.3318
PropPostSx,Chord,r_11,0.35468571
PropPostSx,Chord,r_12,0.37758571
PropPostSx,Chord,r_13,0.40048571
PropPostSx,Chord,r_14,0.42338571
PropPostSx,Chord,r_15,0.44627143
PropPostSx,Chord,r_16,0.46917143
PropPostSx,Chord,r_17,0.49207143
PropPostSx,Chord,r_18,0.51497143
PropPostSx,Chord,r_19,0.53785714
PropPostSx,Chord,r_2,0.13
PropPostSx,Chord,r_20,0.56075714
PropPostSx,Chord,r_21,0.58365714
PropPostSx,Chord,r_22,0.60655714
PropPostSx,Chord,r_23,0.62944286
PropPostSx,Chord,r_24,0.65234286
PropPostSx,Chord,r_25,0.67524286
PropPostSx,Chord,r_26,0.69814286
PropPostSx,Chord,r_27,0.72102857
PropPostSx,Chord,r_28,0.74392857
PropPostSx,Chord,r_29,0.76682857
PropPostSx,Chord,r_3,0.156
PropPostSx,Chord,r_30,0.78972857
PropPostSx,Chord,r_31,0.81261429
PropPostSx,Chord,r_32,0.83551429
PropPostSx,Chord,r_33,0.85841429
PropPostSx,Chord,r_34,0.88131429
PropPostSx,Chord,r_35,0.9042
PropPostSx,Chord,r_36,0.9271
PropPostSx,Chord,r_37,0.94907143
PropPostSx,Chord,r_38,0.95505714
PropPostSx,Chord,r_39,0.9601
PropPostSx,Chord,r_4,0.182
PropPostSx,Chord,r_40,0.96515714
PropPostSx,Chord,r_41,0.9702
PropPostSx,Chord,r_42,0.97525714
PropPostSx,Chord,r_43,0.9803
PropPostSx,Chord,r_44,0.98535714
PropPostSx,Chord,r_45,0.9904
PropPostSx,Chord,r_46,0.99545714
PropPostSx,Chord,r_47,1.0
PropPostSx,Chord,r_5,0.208
PropPostSx,Chord,r_6,0.234
PropPostSx,Chord,r_7,0.26
PropPostSx,Chord,r_8,0.28584286
PropPostSx,Chord,r_9,0.3089
PropPostSx,Twist,ConvType,2.0
PropPostSx,Twist,CrvType,1.0
PropPostSx,Twist,G1_0,0.0
PropPostSx,Twist,G1_1,0.0
PropPostSx,Twist,G1_10,0.0
PropPostSx,Twist,G1_11,0.0
PropPostSx,Twist,G1_12,0.0
PropPostSx,Twist,G1_13,0.0
PropPostSx,Twist,G1_14,0.0
PropPostSx,Twist,G1_15,0.0
PropPostSx,Twist,G1_16,0.0
PropPostSx,Twist,G1_17,0.0
PropPostSx,Twist,G1_18,0.0
PropPostSx,Twist,G1_19,0.0
PropPostSx,Twist,G1_2,0.0
PropPostSx,Twist,G1_20,0.0
PropPostSx,Twist,G1_21,0.0
PropPostSx,Twist,G1_22,0.0
PropPostSx,Twist,G1_23,0.0
PropPostSx,Twist,G1_24,0.0
PropPostSx,Twist,G1_25,0.0
PropPostSx,Twist,G1_26,0.0
PropPostSx,Twist,G1_27,0.0
PropPostSx,Twist,G1_28,0.0
PropPostSx,Twist,G1_29,0.0
PropPostSx,Twist,G1_3,0.0
PropPostSx,Twist,G1_30,0.0
PropPostSx,Twist,G1_31,0.0
PropPostSx,Twist,G1_32,0.0
PropPostSx,Twist,G1_33,0.0
PropPostSx,Twist,G1_34,0.0
PropPostSx,Twist,G1_35,0.0
PropPostSx,Twist,G1_36,0.0
PropPostSx,Twist,G1_37,0.0
PropPostSx,Twist,G1_38,0.0
PropPostSx,Twist,G1_39,0.0
PropPostSx,Twist,G1_4,0.0
PropPostSx,Twist,G1_40,0.0
PropPostSx,Twist,G1_41,0.0
PropPostSx,Twist,G1_42,0.0
PropPostSx,Twist,G1_43,0.0
PropPostSx,Twist,G1_44,0.0
PropPostSx,Twist,G1_45,0.0
PropPostSx,Twist,G1_46,0.0
PropPostSx,Twist,G1_47,0.0
PropPostSx,Twist,G1_5,0.0
PropPostSx,Twist,G1_6,0.0
PropPostSx,Twist,G1_7,0.0
PropPostSx,Twist,G1_8,0.0
PropPostSx,Twist,G1_9,0.0
PropPostSx,Twist,SplitPt,0.5
PropPostSx,Twist,r_0,0.078
PropPostSx,Twist,r_1,0.104
PropPostSx,Twist,r_10,0.3318
PropPostSx,Twist,r_11,0.35468571
PropPostSx,Twist,r_12,0.37758571
PropPostSx,Twist,r_13,0.40048571
PropPostSx,Twist,r_14,0.42338571
PropPostSx,Twist,r_15,0.44627143
PropPostSx,Twist,r_16,0.46917143
PropPostSx,Twist,r_17,0.49207143
PropPostSx,Twist,r_18,0.51497143
PropPostSx,Twist,r_19,0.53785714
PropPostSx,Twist,r_2,0.13
PropPostSx,Twist,r_20,0.56075714
PropPostSx,Twist,r_21,0.58365714
PropPostSx,Twist,r_22,0.60655714
PropPostSx,Twist,r_23,0.62944286
PropPostSx,Twist,r_24,0.65234286
PropPostSx,Twist,r_25,0.67524286
PropPostSx,Twist,r_26,0.69814286
PropPostSx,Twist,r_27,0.72102857
PropPostSx,Twist,r_28,0.74392857
PropPostSx,Twist,r_29,0.76682857
PropPostSx,Twist,r_3,0.156
PropPostSx,Twist,r_30,0.78972857
PropPostSx,Twist,r_31,0.81261429
PropPostSx,Twist,r_32,0.83551429
PropPostSx,Twist,r_33,0.85841429
PropPostSx,Twist,r_34,0.88131429
PropPostSx,Twist,r_35,0.9042
PropPostSx,Twist,r_36,0.9271
PropPostSx,Twist,r_37,0.94907143
PropPostSx,Twist,r_38,0.95505714
PropPostSx,Twist,r_39,0.9601
PropPostSx,Twist,r_4,0.182
PropPostSx,Twist,r_40,0.96515714
PropPostSx,Twist,r_41,0.9702
PropPostSx,Twist,r_42,0.97525714
PropPostSx,Twist,r_43,0.9803
PropPostSx,Twist,r_44,0.98535714
PropPostSx,Twist,r_45,0.9904
PropPostSx,Twist,r_46,0.99545714
PropPostSx,Twist,r_47,1.0
PropPostSx,Twist,r_5,0.208
PropPostSx,Twist,r_6,0.234
PropPostSx,Twist,r_7,0.26
PropPostSx,Twist,r_8,0.28584286
PropPostSx,Twist,r_9,0.3089
PropPostSx,Twist,tw_0,11.8396
PropPostSx,Twist,tw_1,19.0738
PropPostSx,Twist,tw_10,30.2195
PropPostSx,Twist,tw_11,28.5846
PropPostSx,Twist,tw_12,27.1047
PropPostSx,Twist,tw_13,25.7604
PropPostSx,Twist,tw_14,24.5352
PropPostSx,Twist,tw_15,23.415
PropPostSx,Twist,tw_16,22.3875
PropPostSx,Twist,tw_17,21.4424
PropPostSx,Twist,tw_18,20.5704
PropPostSx,Twist,tw_19,19.7639
PropPostSx,Twist,tw_2,26.0294
PropPostSx,Twist,tw_20,19.016
PropPostSx,Twist,tw_21,18.3207
PropPostSx,Twist,tw_22,17.6729
PropPostSx,Twist,tw_23,17.0681
PropPostSx,Twist,tw_24,16.5021
PropPostSx,Twist,tw_25,15.9716
PropPostSx,Twist,tw_26,15.4732
PropPostSx,Twist,tw_27,15.0044
